Profit (%),Buy_1,Buy_value_1,Buy_trend,Buy_2,Buy_value_2,Sell_1,Sell_value_1,Sell_trend,Sell_2,Sell_value_2
9.14724457802852,SMA,64,DOWN,SMA,32,SMA,2,UP_DOWN,DEMA,16
8.410551529958639,TEMA,4,DOWN,SMA,16,SMA,4,UP_DOWN,DEMA,32
8.201307801126035,DEMA,2,DOWN,TEMA,2,TEMA,2,UP,DEMA,2
9.05248983823273,SMA,64,DOWN,SMA,32,SMA,8,UP_DOWN,TEMA,2
9.086164468824464,TEMA,8,DOWN,SMA,8,SMA,4,UP_DOWN,DEMA,8
9.013968372778834,TEMA,2,DOWN,SMA,16,SMA,2,UP_DOWN,DEMA,16
9.983864635606977,SMA,32,DOWN,SMA,4,SMA,2,UP,SMA,8
9.596207033844678,SMA,2,UP_DOWN,SMA,4,TEMA,4,UP,DEMA,2
8.410551529958639,TEMA,2,DOWN,SMA,16,SMA,4,UP_DOWN,DEMA,8
9.52169651847997,TEMA,8,DOWN,SMA,8,SMA,2,UP_DOWN,DEMA,2
11.803350612166952,SMA,32,DOWN,SMA,4,SMA,2,UP_DOWN,SMA,4
8.410551529958639,TEMA,2,DOWN,SMA,16,SMA,4,UP_DOWN,DEMA,4
9.086164468824464,TEMA,8,DOWN,SMA,8,SMA,4,UP_DOWN,DEMA,16
8.072347277545973,SMA,2,DOWN,SMA,4,SMA,8,UP,EMA,16
8.967265031685912,EMA,2,DOWN,SMA,2,TEMA,4,UP,DEMA,4
8.494535576104923,TEMA,2,UP,SMA,2,TEMA,32,UP,SMA,16
9.14724457802852,SMA,64,DOWN,SMA,32,SMA,2,UP_DOWN,TEMA,32
8.507499902291244,SMA,32,DOWN,SMA,2,SMA,2,UP_DOWN,SMA,4
8.494535576104923,DEMA,2,UP,SMA,2,TEMA,32,UP,SMA,16
8.125193011416243,SMA,32,DOWN,SMA,4,SMA,2,UP_DOWN,DEMA,16
8.277957288894825,SMA,8,UP_DOWN,TEMA,4,TEMA,2,UP,DEMA,4
8.511438842675915,DEMA,2,UP,SMA,2,TEMA,32,UP,EMA,4
9.013968372778834,TEMA,4,DOWN,SMA,16,SMA,2,UP_DOWN,DEMA,8
8.396572911088597,DEMA,4,DOWN,TEMA,4,TEMA,4,UP,DEMA,2
8.201307801126035,DEMA,2,DOWN,TEMA,4,TEMA,2,UP,DEMA,4
8.228458993243919,SMA,32,DOWN,SMA,2,SMA,8,UP_DOWN,SMA,64
8.511438842675915,TEMA,2,UP,SMA,2,TEMA,32,UP,EMA,2
8.030496106454649,SMA,2,DOWN,SMA,4,SMA,32,UP,EMA,32
9.05248983823273,SMA,64,DOWN,SMA,32,TEMA,32,DOWN,SMA,32
10.976379936600992,SMA,32,DOWN,SMA,2,SMA,4,UP,SMA,8
8.228458993243919,SMA,8,DOWN,SMA,4,SMA,8,UP_DOWN,SMA,64
9.013968372778834,TEMA,2,DOWN,SMA,16,SMA,2,UP_DOWN,DEMA,2
9.19702799717058,SMA,32,DOWN,SMA,4,SMA,8,UP,SMA,32
9.013968372778834,TEMA,4,DOWN,SMA,16,SMA,2,UP_DOWN,DEMA,4
8.030496106454649,SMA,2,DOWN,SMA,4,SMA,32,UP,EMA,4
9.013968372778834,TEMA,2,DOWN,SMA,16,SMA,2,UP_DOWN,DEMA,4
8.277957288894825,SMA,8,UP_DOWN,TEMA,4,TEMA,2,UP,DEMA,2
8.072347277545973,SMA,2,DOWN,SMA,4,SMA,8,UP,EMA,2
8.703090806946491,SMA,2,DOWN,SMA,4,SMA,4,UP,SMA,8
8.494535576104923,TEMA,2,UP,SMA,2,DEMA,32,UP,EMA,8
9.14724457802852,SMA,64,DOWN,SMA,32,SMA,2,UP_DOWN,SMA,32
8.410551529958639,TEMA,4,DOWN,SMA,16,SMA,4,UP_DOWN,DEMA,2
8.967265031685912,EMA,2,DOWN,SMA,2,TEMA,4,UP,DEMA,2
12.057319185803266,SMA,8,DOWN,SMA,4,SMA,2,UP_DOWN,SMA,4
8.072347277545973,SMA,2,DOWN,SMA,4,SMA,8,UP,EMA,4
9.14724457802852,SMA,64,DOWN,SMA,32,SMA,2,UP_DOWN,DEMA,2
9.05248983823273,SMA,64,DOWN,SMA,32,SMA,4,UP_DOWN,DEMA,16
8.967265031685912,EMA,4,DOWN,SMA,2,TEMA,4,UP,DEMA,2
8.030496106454649,SMA,2,DOWN,SMA,4,SMA,32,UP,EMA,2
8.703090806946491,SMA,2,DOWN,SMA,4,TEMA,2,UP,TEMA,8
8.030496106454649,SMA,2,DOWN,SMA,4,SMA,32,UP,EMA,16
9.202596743950721,SMA,8,UP_DOWN,SMA,2,TEMA,4,UP,DEMA,2
9.05248983823273,SMA,64,DOWN,SMA,32,SMA,4,UP_DOWN,DEMA,32
8.239083744157767,SMA,2,UP_DOWN,SMA,4,TEMA,4,UP,DEMA,8
8.967265031685912,EMA,2,DOWN,SMA,2,TEMA,2,UP,DEMA,2
8.494535576104923,TEMA,2,UP,SMA,2,DEMA,32,UP,EMA,16
9.013968372778834,TEMA,4,DOWN,SMA,16,SMA,2,UP_DOWN,DEMA,2
8.090155266495131,SMA,2,UP,SMA,8,TEMA,2,UP,DEMA,8
9.086164468824464,TEMA,8,DOWN,SMA,8,SMA,4,UP_DOWN,DEMA,32
